,DNA_UNIQUE_ID,Variety Group (Tree)1,days_to_mat,source_country,stdardized_mat,fast
357,IRIS 313-11522,Indica,106.0,CHINA,-1.07210546593,True
358,IRIS 313-9184,Indica,118.0,CHINA,-0.568956814013,False
359,IRIS 313-10189,Indica,122.0,CHINA,-0.401240596707,False
360,IRIS 313-11655,Indica,102.0,CHINA,-1.23982168324,True
361,IRIS 313-10171,Indica,122.0,CHINA,-0.401240596707,False
362,IRIS 313-11733,Indica,124.0,CHINA,-0.317382488054,False
363,IRIS 313-11667,Indica,102.0,CHINA,-1.23982168324,True
364,IRIS 313-11734,Indica,118.0,CHINA,-0.568956814013,False
365,IRIS 313-11732,Indica,100.0,CHINA,-1.32367979189,True
366,IRIS 313-10177,Indica,129.0,CHINA,-0.107737216422,False
367,IRIS 313-11746,Indica,95.0,CHINA,-1.53332506352,True
368,IRIS 313-11728,Indica,131.0,CHINA,-0.0238791077689,False
369,IRIS 313-11727,Indica,100.0,CHINA,-1.32367979189,True
370,IRIS 313-11744,Indica,110.0,CHINA,-0.904389248625,False
371,IRIS 313-11745,Indica,102.0,CHINA,-1.23982168324,True
372,IRIS 313-11730,Indica,134.0,CHINA,0.101908055211,False
373,IRIS 313-11731,Indica,121.0,CHINA,-0.443169651033,False
374,IRIS 313-11664,Indica,122.0,CHINA,-0.401240596707,False
375,IRIS 313-11668,Indica,104.0,CHINA,-1.15596357458,True
376,IRIS 313-11665,Indica,114.0,CHINA,-0.736673031319,False
377,IRIS 313-11669,Indica,98.0,CHINA,-1.40753790054,True
378,IRIS 313-11422,Indica,127.0,CHINA,-0.191595325075,False
379,IRIS 313-11806,Indica,114.0,CHINA,-0.736673031319,False
380,IRIS 313-11876,Indica,95.0,CHINA,-1.53332506352,True
381,IRIS 313-12057,Indica,115.0,CHINA,-0.694743976992,False
382,IRIS 313-11038,Indica,92.0,CHINA,-1.6591122265,True
383,IRIS 313-12273,Indica,110.0,CHINA,-0.904389248625,False
384,IRIS 313-11877,Indica,102.0,CHINA,-1.23982168324,True
385,IRIS 313-12234,Indica,129.0,CHINA,-0.107737216422,False
386,IRIS 313-11852,Indica,115.0,CHINA,-0.694743976992,False
387,IRIS 313-11878,Indica,109.0,CHINA,-0.946318302951,False
388,IRIS 313-11947,Indica,128.0,CHINA,-0.149666270748,False
389,IRIS 313-11853,Indica,114.0,CHINA,-0.736673031319,False
390,IRIS 313-10497,Indica,120.0,CHINA,-0.48509870536,False
391,IRIS 313-10450,Indica,111.0,CHINA,-0.862460194298,False
392,IRIS 313-11854,Indica,117.0,CHINA,-0.610885868339,False
393,IRIS 313-10932,Indica,95.0,CHINA,-1.53332506352,True
394,IRIS 313-9555,Indica,124.0,CHINA,-0.317382488054,False
395,IRIS 313-10449,Indica,100.0,CHINA,-1.32367979189,True
396,IRIS 313-11795,Indica,111.0,CHINA,-0.862460194298,False
397,IRIS 313-11855,Indica,114.0,CHINA,-0.736673031319,False
398,IRIS 313-11856,Indica,112.0,CHINA,-0.820531139972,False
399,IRIS 313-11857,Indica,113.0,CHINA,-0.778602085645,False
400,IRIS 313-11858,Indica,118.0,CHINA,-0.568956814013,False
401,IRIS 313-11859,Indica,119.0,CHINA,-0.527027759686,False
402,IRIS 313-11798,Indica,111.0,CHINA,-0.862460194298,False
403,IRIS 313-11799,Indica,110.0,CHINA,-0.904389248625,False
404,IRIS 313-11797,Indica,92.0,CHINA,-1.6591122265,True
405,IRIS 313-11801,Indica,113.0,CHINA,-0.778602085645,False
406,IRIS 313-12033,Indica,116.0,CHINA,-0.652814922666,False
407,IRIS 313-11748,Indica,110.0,CHINA,-0.904389248625,False
408,IRIS 313-11860,Indica,114.0,CHINA,-0.736673031319,False
409,IRIS 313-11965,Indica,117.0,CHINA,-0.610885868339,False
410,IRIS 313-10503,Indica,110.0,CHINA,-0.904389248625,False
411,IRIS 313-11861,Indica,118.0,CHINA,-0.568956814013,False
412,IRIS 313-11862,Indica,114.0,CHINA,-0.736673031319,False
413,IRIS 313-11863,Indica,112.0,CHINA,-0.820531139972,False
414,IRIS 313-11909,Indica,109.0,CHINA,-0.946318302951,False
415,IRIS 313-11948,Indica,112.0,CHINA,-0.820531139972,False
416,IRIS 313-10504,Indica,104.0,CHINA,-1.15596357458,True
417,IRIS 313-11865,Indica,98.0,CHINA,-1.40753790054,True
418,IRIS 313-12007,Indica,121.0,CHINA,-0.443169651033,False
419,IRIS 313-11866,Indica,114.0,CHINA,-0.736673031319,False
420,IRIS 313-11867,Indica,116.0,CHINA,-0.652814922666,False
421,IRIS 313-11039,Indica,100.0,CHINA,-1.32367979189,True
422,IRIS 313-11750,Indica,121.0,CHINA,-0.443169651033,False
423,IRIS 313-11751,Indica,110.0,CHINA,-0.904389248625,False
424,IRIS 313-12236,Indica,111.0,CHINA,-0.862460194298,False
425,IRIS 313-11985,Indica,121.0,CHINA,-0.443169651033,False
426,IRIS 313-11986,Indica,95.0,CHINA,-1.53332506352,True
427,IRIS 313-10452,Indica,111.0,CHINA,-0.862460194298,False
428,IRIS 313-11949,Indica,111.0,CHINA,-0.862460194298,False
429,IRIS 313-11868,Indica,108.0,CHINA,-0.988247357277,False
430,IRIS 313-11881,Indica,113.0,CHINA,-0.778602085645,False
431,IRIS 313-11752,Indica,102.0,CHINA,-1.23982168324,True
432,IRIS 313-11869,Indica,123.0,CHINA,-0.359311542381,False
433,IRIS 313-12275,Indica,107.0,CHINA,-1.0301764116,True
434,IRIS 313-11882,Indica,114.0,CHINA,-0.736673031319,False
435,IRIS 313-11803,Indica,119.0,CHINA,-0.527027759686,False
436,IRIS 313-11950,Indica,114.0,CHINA,-0.736673031319,False
437,IRIS 313-11951,Indica,112.0,CHINA,-0.820531139972,False
438,IRIS 313-11158,Indica,113.0,CHINA,-0.778602085645,False
439,IRIS 313-11870,Indica,112.0,CHINA,-0.820531139972,False
440,IRIS 313-10561,Indica,118.0,CHINA,-0.568956814013,False
441,IRIS 313-10458,Indica,100.0,CHINA,-1.32367979189,True
442,IRIS 313-12009,Indica,107.0,CHINA,-1.0301764116,True
443,IRIS 313-11966,Indica,119.0,CHINA,-0.527027759686,False
444,IRIS 313-11952,Indica,112.0,CHINA,-0.820531139972,False
445,IRIS 313-11804,Indica,105.0,CHINA,-1.11403452026,True
446,IRIS 313-10477,Indica,110.0,CHINA,-0.904389248625,False
447,IRIS 313-10477,Indica,110.0,CHINA,-0.904389248625,False
448,IRIS 313-11953,Indica,107.0,CHINA,-1.0301764116,True
449,IRIS 313-11871,Indica,103.0,CHINA,-1.19789262891,True
450,IRIS 313-10560,Indica,128.0,CHINA,-0.149666270748,False
451,IRIS 313-11967,Indica,116.0,CHINA,-0.652814922666,False
452,IRIS 313-12232,Indica,120.0,CHINA,-0.48509870536,False
453,IRIS 313-11884,Indica,109.0,CHINA,-0.946318302951,False
454,IRIS 313-11872,Indica,105.0,CHINA,-1.11403452026,True
455,IRIS 313-10502,Indica,110.0,CHINA,-0.904389248625,False
456,IRIS 313-12237,Indica,104.0,CHINA,-1.15596357458,True
457,IRIS 313-11805,Indica,113.0,CHINA,-0.778602085645,False
458,IRIS 313-11954,Indica,118.0,CHINA,-0.568956814013,False
459,IRIS 313-12010,Indica,109.0,CHINA,-0.946318302951,False
460,IRIS 313-11885,Indica,106.0,CHINA,-1.07210546593,True
461,IRIS 313-11955,Indica,118.0,CHINA,-0.568956814013,False
462,IRIS 313-11910,Indica,110.0,CHINA,-0.904389248625,False
463,IRIS 313-12011,Indica,109.0,CHINA,-0.946318302951,False
464,IRIS 313-11911,Indica,114.0,CHINA,-0.736673031319,False
465,IRIS 313-12012,Indica,107.0,CHINA,-1.0301764116,True
466,IRIS 313-11968,Indica,108.0,CHINA,-0.988247357277,False
467,IRIS 313-8859,Intermediate type,95.0,CHINA,-1.53332506352,True
468,IRIS 313-9140,Intermediate type,110.0,CHINA,-0.904389248625,False
469,IRIS 313-11753,Intermediate type,90.0,CHINA,-1.74297033515,True
470,IRIS 313-10562,Japonica,139.0,CHINA,0.311553326843,False
471,IRIS 313-10459,Japonica,112.0,CHINA,-0.820531139972,False
472,IRIS 313-9468,Temperate japonica,104.0,CHINA,-1.15596357458,True
473,IRIS 313-9233,Temperate japonica,105.0,CHINA,-1.11403452026,True
474,IRIS 313-9725,Temperate japonica,110.0,CHINA,-0.904389248625,False
475,IRIS 313-11574,Temperate japonica,102.0,CHINA,-1.23982168324,True
476,IRIS 313-11585,Temperate japonica,96.0,CHINA,-1.4913960092,True
477,IRIS 313-11577,Temperate japonica,118.0,CHINA,-0.568956814013,False
478,IRIS 313-8481,Temperate japonica,137.0,CHINA,0.22769521819,False
479,IRIS 313-11573,Temperate japonica,116.0,CHINA,-0.652814922666,False
480,IRIS 313-11570,Temperate japonica,108.0,CHINA,-0.988247357277,False
481,IRIS 313-11653,Temperate japonica,100.0,CHINA,-1.32367979189,True
482,IRIS 313-11580,Temperate japonica,106.0,CHINA,-1.07210546593,True
483,IRIS 313-11582,Temperate japonica,114.0,CHINA,-0.736673031319,False
484,IRIS 313-11652,Temperate japonica,88.0,CHINA,-1.82682844381,True
485,IRIS 313-11747,Temperate japonica,102.0,CHINA,-1.23982168324,True
486,IRIS 313-11651,Temperate japonica,84.0,CHINA,-1.99454466111,True
487,IRIS 313-11202,Temperate japonica,110.0,CHINA,-0.904389248625,False
488,IRIS 313-11201,Temperate japonica,104.0,CHINA,-1.15596357458,True
489,IRIS 313-11908,Temperate japonica,120.0,CHINA,-0.48509870536,False
490,IRIS 313-11800,Temperate japonica,98.0,CHINA,-1.40753790054,True
491,IRIS 313-10559,Temperate japonica,118.0,CHINA,-0.568956814013,False
492,IRIS 313-12054,Temperate japonica,99.0,CHINA,-1.36560884622,True
493,IRIS 313-11802,Temperate japonica,119.0,CHINA,-0.527027759686,False
494,IRIS 313-12059,Temperate japonica,93.0,CHINA,-1.61718317217,True
495,IRIS 313-12060,Temperate japonica,91.0,CHINA,-1.70104128083,True
496,IRIS 313-10558,Temperate japonica,92.0,CHINA,-1.6591122265,True
497,IRIS 313-10453,Temperate japonica,100.0,CHINA,-1.32367979189,True
498,IRIS 313-11931,Temperate japonica,100.0,CHINA,-1.32367979189,True
499,IRIS 313-10583,Temperate japonica,131.0,CHINA,-0.0238791077689,False
500,IRIS 313-12061,Temperate japonica,98.0,CHINA,-1.40753790054,True
501,IRIS 313-9724,Temperate japonica,103.0,CHINA,-1.19789262891,True
502,IRIS 313-8387,Tropical japonica,110.0,CHINA,-0.904389248625,False
503,IRIS 313-10190,Tropical japonica,118.0,CHINA,-0.568956814013,False
504,IRIS 313-11735,Tropical japonica,130.0,CHINA,-0.0658081620953,False
505,IRIS 313-10228,Tropical japonica,112.0,CHINA,-0.820531139972,False
506,IRIS 313-11622,Tropical japonica,106.0,CHINA,-1.07210546593,True
507,IRIS 313-11796,Tropical japonica,113.0,CHINA,-0.778602085645,False
508,IRIS 313-11808,Aus/boro,126.0,COLOMBIA,-0.233524379401,False
509,IRIS 313-10399,Indica,143.0,COLOMBIA,0.479269544149,False
510,IRIS 313-10401,Indica,106.0,COLOMBIA,-1.07210546593,True
511,IRIS 313-10400,Indica,117.0,COLOMBIA,-0.610885868339,False
512,IRIS 313-10398,Indica,106.0,COLOMBIA,-1.07210546593,True
513,IRIS 313-10402,Indica,125.0,COLOMBIA,-0.275453433728,False
514,IRIS 313-10403,Indica,122.0,COLOMBIA,-0.401240596707,False
515,IRIS 313-10300,Indica,126.0,COLOMBIA,-0.233524379401,False
516,IRIS 313-10300,Indica,126.0,COLOMBIA,-0.233524379401,False
517,IRIS 313-10397,Indica,107.0,COLOMBIA,-1.0301764116,True
518,IRIS 313-9966,Indica,128.0,COLOMBIA,-0.149666270748,False
519,IRIS 313-10352,Indica,114.0,COLOMBIA,-0.736673031319,False
520,IRIS 313-11807,Indica,135.0,COLOMBIA,0.143837109537,False
521,IRIS 313-11434,Tropical japonica,128.0,COLOMBIA,-0.149666270748,False
522,IRIS 313-10272,Tropical japonica,116.0,COLOMBIA,-0.652814922666,False
523,IRIS 313-10272,Tropical japonica,116.0,COLOMBIA,-0.652814922666,False
524,IRIS 313-10247,Indica,119.0,CUBA,-0.527027759686,False
525,IRIS 313-10247,Indica,119.0,CUBA,-0.527027759686,False
526,IRIS 313-11439,Indica,128.0,CUBA,-0.149666270748,False
527,IRIS 313-10271,Indica,122.0,CUBA,-0.401240596707,False
528,IRIS 313-10271,Indica,122.0,CUBA,-0.401240596707,False
529,IRIS 313-10293,Japonica,118.0,CUBA,-0.568956814013,False
530,IRIS 313-10293,Japonica,118.0,CUBA,-0.568956814013,False
531,IRIS 313-10279,Indica,126.0,DOMINICAN REPUBLIC,-0.233524379401,False
532,IRIS 313-10279,Indica,126.0,DOMINICAN REPUBLIC,-0.233524379401,False
533,IRIS 313-10307,Indica,117.0,ECUADOR,-0.610885868339,False
534,IRIS 313-10307,Indica,117.0,ECUADOR,-0.610885868339,False
535,IRIS 313-10158,Indica,162.0,ECUADOR,1.27592157635,False
536,IRIS 313-10314,Tropical japonica,136.0,ECUADOR,0.185766163863,False
537,IRIS 313-10314,Tropical japonica,136.0,ECUADOR,0.185766163863,False
538,IRIS 313-11513,Tropical japonica,134.0,ECUADOR,0.101908055211,False
539,IRIS 313-12016,Indica,116.0,EGYPT,-0.652814922666,False
540,IRIS 313-10010,Indica,166.0,FIJI,1.44363779366,False
541,IRIS 313-8399,Temperate japonica,102.0,FRANCE,-1.23982168324,True
542,IRIS 313-8876,Tropical japonica,108.0,FRANCE,-0.988247357277,False
543,IRIS 313-10045,Indica,152.0,GAMBIA,0.856631033087,False
544,IRIS 313-9294,Indica,172.0,GAMBIA,1.69521211962,False
545,IRIS 313-11773,Indica,148.0,GAMBIA,0.688914815781,False
546,IRIS 313-11830,Indica,191.0,GAMBIA,2.49186415182,False
547,IRIS 313-11783,Indica,177.0,GAMBIA,1.90485739125,False
548,IRIS 313-11786,Indica,153.0,GAMBIA,0.898560087413,False
549,IRIS 313-11787,Indica,165.0,GAMBIA,1.40170873933,False
550,IRIS 313-9964,Temperate japonica,102.0,GEORGIA,-1.23982168324,True
551,IRIS 313-11536,Tropical japonica,95.0,GEORGIA,-1.53332506352,True
552,IRIS 313-8514,Indica,145.0,GHANA,0.563127652802,False
553,IRIS 313-11739,Indica,129.0,GHANA,-0.107737216422,False
554,IRIS 313-11740,Indica,141.0,GHANA,0.395411435496,False
555,IRIS 313-12017,Indica,135.0,GHANA,0.143837109537,False
556,IRIS 313-11915,Tropical japonica,122.0,GHANA,-0.401240596707,False
557,IRIS 313-10062,Japonica,109.0,GREECE,-0.946318302951,False
558,IRIS 313-10274,Indica,107.0,GUATEMALA,-1.0301764116,True
559,IRIS 313-10274,Indica,107.0,GUATEMALA,-1.0301764116,True
560,IRIS 313-9940,Indica,124.0,GUATEMALA,-0.317382488054,False
561,IRIS 313-10275,Indica,117.0,GUATEMALA,-0.610885868339,False
562,IRIS 313-10275,Indica,117.0,GUATEMALA,-0.610885868339,False
563,IRIS 313-11615,Aus/boro,173.0,GUINEA,1.73714117394,False
564,IRIS 313-11540,Indica,128.0,GUINEA,-0.149666270748,False
565,IRIS 313-8681,Indica,178.0,GUINEA,1.94678644557,False
566,IRIS 313-11716,Indica,143.0,GUINEA,0.479269544149,False
567,IRIS 313-11723,Indica,160.0,GUINEA,1.1920634677,False
568,IRIS 313-11724,Temperate japonica,178.0,GUINEA,1.94678644557,False
569,IRIS 313-8769,Tropical japonica,134.0,GUINEA,0.101908055211,False
570,IRIS 313-9986,Indica,182.0,GUINEA-BISSAU,2.11450266288,False
571,IRIS 313-11525,Tropical japonica,131.0,GUINEA-BISSAU,-0.0238791077689,False
572,IRIS 313-8687,Tropical japonica,126.0,GUINEA-BISSAU,-0.233524379401,False
573,IRIS 313-10541,Tropical japonica,113.0,GUINEA-BISSAU,-0.778602085645,False
574,IRIS 313-11714,Indica,144.0,GUYANA,0.521198598475,False
575,IRIS 313-10318,Indica,117.0,GUYANA,-0.610885868339,False
576,IRIS 313-10318,Indica,117.0,GUYANA,-0.610885868339,False
577,IRIS 313-9935,Indica,160.0,GUYANA,1.1920634677,False
578,IRIS 313-8745,Indica,112.0,HAITI,-0.820531139972,False
579,IRIS 313-10614,Indica,131.0,HONG KONG,-0.0238791077689,False
580,IRIS 313-9814,Intermediate type,118.0,HUNGARY,-0.568956814013,False
581,IRIS 313-10242,Temperate japonica,97.0,HUNGARY,-1.44946695487,True
582,IRIS 313-10242,Temperate japonica,97.0,HUNGARY,-1.44946695487,True
583,IRIS 313-9813,Temperate japonica,113.0,HUNGARY,-0.778602085645,False
584,IRIS 313-9811,Tropical japonica,100.0,HUNGARY,-1.32367979189,True
585,IRIS 313-9880,Tropical japonica,102.0,HUNGARY,-1.23982168324,True
586,IRIS 313-8498,Aus/boro,160.0,INDIA,1.1920634677,False
587,IRIS 313-9516,Aus/boro,124.0,INDIA,-0.317382488054,False
588,IRIS 313-9641,Aus/boro,106.0,INDIA,-1.07210546593,True
589,IRIS 313-11455,Aus/boro,92.0,INDIA,-1.6591122265,True
590,IRIS 313-11480,Aus/boro,125.0,INDIA,-0.275453433728,False
591,IRIS 313-11491,Aus/boro,130.0,INDIA,-0.0658081620953,False
592,IRIS 313-11451,Aus/boro,153.0,INDIA,0.898560087413,False
593,IRIS 313-11449,Aus/boro,155.0,INDIA,0.982418196066,False
594,IRIS 313-11600,Aus/boro,108.0,INDIA,-0.988247357277,False
595,IRIS 313-11603,Aus/boro,106.0,INDIA,-1.07210546593,True
596,IRIS 313-11616,Aus/boro,118.0,INDIA,-0.568956814013,False
597,IRIS 313-11456,Aus/boro,114.0,INDIA,-0.736673031319,False
598,IRIS 313-11454,Aus/boro,114.0,INDIA,-0.736673031319,False
599,IRIS 313-9351,Aus/boro,108.0,INDIA,-0.988247357277,False
600,IRIS 313-11619,Aus/boro,118.0,INDIA,-0.568956814013,False
601,IRIS 313-11476,Aus/boro,86.0,INDIA,-1.91068655246,True
602,IRIS 313-11597,Aus/boro,112.0,INDIA,-0.820531139972,False
603,IRIS 313-11618,Aus/boro,124.0,INDIA,-0.317382488054,False
604,IRIS 313-11617,Aus/boro,114.0,INDIA,-0.736673031319,False
605,IRIS 313-11602,Aus/boro,106.0,INDIA,-1.07210546593,True
606,IRIS 313-11461,Aus/boro,118.0,INDIA,-0.568956814013,False
607,IRIS 313-11453,Aus/boro,118.0,INDIA,-0.568956814013,False
608,IRIS 313-9137,Aus/boro,98.0,INDIA,-1.40753790054,True
609,IRIS 313-10854,Aus/boro,100.0,INDIA,-1.32367979189,True
610,IRIS 313-10673,Aus/boro,99.0,INDIA,-1.36560884622,True
611,IRIS 313-10861,Aus/boro,98.0,INDIA,-1.40753790054,True
612,IRIS 313-10869,Aus/boro,107.0,INDIA,-1.0301764116,True
613,IRIS 313-10871,Aus/boro,100.0,INDIA,-1.32367979189,True
614,IRIS 313-10873,Aus/boro,107.0,INDIA,-1.0301764116,True
615,IRIS 313-8554,Aus/boro,100.0,INDIA,-1.32367979189,True
616,IRIS 313-10875,Aus/boro,100.0,INDIA,-1.32367979189,True
617,IRIS 313-10876,Aus/boro,107.0,INDIA,-1.0301764116,True
618,IRIS 313-10877,Aus/boro,107.0,INDIA,-1.0301764116,True
619,IRIS 313-10878,Aus/boro,104.0,INDIA,-1.15596357458,True
620,IRIS 313-10879,Aus/boro,107.0,INDIA,-1.0301764116,True
621,IRIS 313-10882,Aus/boro,130.0,INDIA,-0.0658081620953,False
622,IRIS 313-10891,Aus/boro,111.0,INDIA,-0.862460194298,False
623,IRIS 313-10892,Aus/boro,100.0,INDIA,-1.32367979189,True
624,IRIS 313-10894,Aus/boro,111.0,INDIA,-0.862460194298,False
625,IRIS 313-10896,Aus/boro,111.0,INDIA,-0.862460194298,False
626,IRIS 313-11298,Aus/boro,113.0,INDIA,-0.778602085645,False
627,IRIS 313-11265,Aus/boro,113.0,INDIA,-0.778602085645,False
628,IRIS 313-11272,Aus/boro,116.0,INDIA,-0.652814922666,False
629,IRIS 313-11274,Aus/boro,113.0,INDIA,-0.778602085645,False
630,IRIS 313-11277,Aus/boro,130.0,INDIA,-0.0658081620953,False
631,IRIS 313-10845,Aus/boro,148.0,INDIA,0.688914815781,False
632,IRIS 313-10849,Aus/boro,100.0,INDIA,-1.32367979189,True
633,IRIS 313-10852,Aus/boro,92.0,INDIA,-1.6591122265,True
634,IRIS 313-11291,Aus/boro,110.0,INDIA,-0.904389248625,False
635,IRIS 313-11348,Aus/boro,110.0,INDIA,-0.904389248625,False
636,IRIS 313-11164,Aus/boro,108.0,INDIA,-0.988247357277,False
637,IRIS 313-11165,Aus/boro,113.0,INDIA,-0.778602085645,False
638,IRIS 313-11166,Aus/boro,97.0,INDIA,-1.44946695487,True
639,IRIS 313-11917,Aus/boro,113.0,INDIA,-0.778602085645,False
640,IRIS 313-11353,Aus/boro,136.0,INDIA,0.185766163863,False
641,IRIS 313-10534,Aus/boro,100.0,INDIA,-1.32367979189,True
642,IRIS 313-9610,Aus/boro,122.0,INDIA,-0.401240596707,False
643,IRIS 313-10543,Aus/boro,100.0,INDIA,-1.32367979189,True
644,IRIS 313-9629,Aus/boro,145.0,INDIA,0.563127652802,False
645,IRIS 313-11168,Aus/boro,107.0,INDIA,-1.0301764116,True
646,IRIS 313-11169,Aus/boro,113.0,INDIA,-0.778602085645,False
647,IRIS 313-11963,Aus/boro,116.0,INDIA,-0.652814922666,False
648,IRIS 313-11170,Aus/boro,113.0,INDIA,-0.778602085645,False
649,IRIS 313-11171,Aus/boro,109.0,INDIA,-0.946318302951,False
650,IRIS 313-11232,Aus/boro,98.0,INDIA,-1.40753790054,True
651,IRIS 313-11172,Aus/boro,107.0,INDIA,-1.0301764116,True
652,IRIS 313-11243,Aus/boro,111.0,INDIA,-0.862460194298,False
653,IRIS 313-11173,Aus/boro,113.0,INDIA,-0.778602085645,False
654,IRIS 313-11371,Aus/boro,112.0,INDIA,-0.820531139972,False
655,IRIS 313-8771,Aus/boro,113.0,INDIA,-0.778602085645,False
656,IRIS 313-11174,Aus/boro,113.0,INDIA,-0.778602085645,False
657,IRIS 313-11175,Aus/boro,107.0,INDIA,-1.0301764116,True
658,IRIS 313-10608,Aus/boro,127.0,INDIA,-0.191595325075,False
659,IRIS 313-11374,Aus/boro,108.0,INDIA,-0.988247357277,False
660,IRIS 313-11606,Basmati/sadri,150.0,INDIA,0.772772924434,False
661,IRIS 313-11742,Basmati/sadri,102.0,INDIA,-1.23982168324,True
662,IRIS 313-10670,Basmati/sadri,141.0,INDIA,0.395411435496,False
663,IRIS 313-8813,Basmati/sadri,121.0,INDIA,-0.443169651033,False
664,IRIS 313-11293,Basmati/sadri,146.0,INDIA,0.605056707128,False
665,IRIS 313-10864,Basmati/sadri,113.0,INDIA,-0.778602085645,False
666,IRIS 313-10868,Basmati/sadri,156.0,INDIA,1.02434725039,False
667,IRIS 313-11297,Basmati/sadri,127.0,INDIA,-0.191595325075,False
668,IRIS 313-11258,Basmati/sadri,137.0,INDIA,0.22769521819,False
669,IRIS 313-11259,Basmati/sadri,136.0,INDIA,0.185766163863,False
670,IRIS 313-8712,Basmati/sadri,136.0,INDIA,0.185766163863,False
671,IRIS 313-11268,Basmati/sadri,144.0,INDIA,0.521198598475,False
672,IRIS 313-11289,Basmati/sadri,139.0,INDIA,0.311553326843,False
673,IRIS 313-10933,Basmati/sadri,137.0,INDIA,0.22769521819,False
674,IRIS 313-10851,Basmati/sadri,160.0,INDIA,1.1920634677,False
675,IRIS 313-11350,Basmati/sadri,136.0,INDIA,0.185766163863,False
676,IRIS 313-11352,Basmati/sadri,138.0,INDIA,0.269624272516,False
677,IRIS 313-11824,Basmati/sadri,144.0,INDIA,0.521198598475,False
678,IRIS 313-8326,Basmati/sadri,131.0,INDIA,-0.0238791077689,False
679,IRIS 313-11362,Basmati/sadri,136.0,INDIA,0.185766163863,False
680,IRIS 313-9083,Basmati/sadri,135.0,INDIA,0.143837109537,False
681,IRIS 313-10521,Basmati/sadri,135.0,INDIA,0.143837109537,False
682,IRIS 313-11373,Basmati/sadri,120.0,INDIA,-0.48509870536,False
683,IRIS 313-11825,Basmati/sadri,141.0,INDIA,0.395411435496,False
684,IRIS 313-11356,Basmati/sadri,126.0,INDIA,-0.233524379401,False
685,IRIS 313-8921,Indica,126.0,INDIA,-0.233524379401,False
686,IRIS 313-8401,Indica,139.0,INDIA,0.311553326843,False
687,IRIS 313-9347,Indica,141.0,INDIA,0.395411435496,False
688,IRIS 313-8704,Indica,150.0,INDIA,0.772772924434,False
689,IRIS 313-10150,Indica,116.0,INDIA,-0.652814922666,False
690,IRIS 313-10348,Indica,121.0,INDIA,-0.443169651033,False
691,IRIS 313-10417,Indica,117.0,INDIA,-0.610885868339,False
692,IRIS 313-11595,Indica,124.0,INDIA,-0.317382488054,False
693,IRIS 313-8559,Indica,111.0,INDIA,-0.862460194298,False
694,IRIS 313-8731,Indica,114.0,INDIA,-0.736673031319,False
695,IRIS 313-8614,Indica,148.0,INDIA,0.688914815781,False
696,IRIS 313-8796,Indica,116.0,INDIA,-0.652814922666,False
697,IRIS 313-8382,Indica,124.0,INDIA,-0.317382488054,False
698,IRIS 313-8844,Indica,134.0,INDIA,0.101908055211,False
699,IRIS 313-8458,Indica,127.0,INDIA,-0.191595325075,False
700,IRIS 313-8647,Indica,116.0,INDIA,-0.652814922666,False
701,IRIS 313-8754,Indica,123.0,INDIA,-0.359311542381,False
702,IRIS 313-8657,Indica,202.0,INDIA,2.95308374941,False
703,IRIS 313-9259,Indica,136.0,INDIA,0.185766163863,False
704,IRIS 313-8900,Indica,139.0,INDIA,0.311553326843,False
705,IRIS 313-8603,Indica,127.0,INDIA,-0.191595325075,False
706,IRIS 313-8435,Indica,102.0,INDIA,-1.23982168324,True
707,IRIS 313-8450,Indica,146.0,INDIA,0.605056707128,False
708,IRIS 313-8757,Indica,143.0,INDIA,0.479269544149,False
709,IRIS 313-8631,Indica,114.0,INDIA,-0.736673031319,False
710,IRIS 313-8622,Indica,146.0,INDIA,0.605056707128,False
711,IRIS 313-8414,Indica,126.0,INDIA,-0.233524379401,False
712,IRIS 313-9360,Indica,141.0,INDIA,0.395411435496,False
713,IRIS 313-9201,Indica,171.0,INDIA,1.65328306529,False
714,IRIS 313-11445,Indica,108.0,INDIA,-0.988247357277,False
715,IRIS 313-8946,Indica,120.0,INDIA,-0.48509870536,False
716,IRIS 313-10148,Indica,104.0,INDIA,-1.15596357458,True
717,IRIS 313-9619,Indica,162.0,INDIA,1.27592157635,False
718,IRIS 313-9484,Indica,147.0,INDIA,0.646985761455,False
719,IRIS 313-9287,Indica,130.0,INDIA,-0.0658081620953,False
720,IRIS 313-9258,Indica,156.0,INDIA,1.02434725039,False
721,IRIS 313-8727,Indica,131.0,INDIA,-0.0238791077689,False
722,IRIS 313-8315,Indica,132.0,INDIA,0.0180499465576,False
723,IRIS 313-11442,Indica,142.0,INDIA,0.437340489822,False
724,IRIS 313-9522,Indica,114.0,INDIA,-0.736673031319,False
725,IRIS 313-9433,Indica,150.0,INDIA,0.772772924434,False
726,IRIS 313-8621,Indica,130.0,INDIA,-0.0658081620953,False
727,IRIS 313-11641,Indica,122.0,INDIA,-0.401240596707,False
728,IRIS 313-9611,Indica,116.0,INDIA,-0.652814922666,False
729,IRIS 313-8957,Indica,161.0,INDIA,1.23399252203,False
730,IRIS 313-8306,Indica,159.0,INDIA,1.15013441337,False
731,IRIS 313-10349,Indica,114.0,INDIA,-0.736673031319,False
732,IRIS 313-11446,Indica,114.0,INDIA,-0.736673031319,False
733,IRIS 313-9348,Indica,132.0,INDIA,0.0180499465576,False
734,IRIS 313-11452,Indica,102.0,INDIA,-1.23982168324,True
